trial,side,volume,scheduled_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status,response_ts_sec,resp_phase,resp_phase_label,participant_id
76,left,0.05,2025-11-30 12:04:28.676121,2025-11-30 12:04:29.295189,0.619068,hit,1764504269.295189,-1.0,exhalation,P002
77,left,0.15,2025-11-30 12:04:35.676121,2025-11-30 12:04:36.197335,0.521214,hit,1764504276.197335,-1.0,exhalation,P002
78,right,0.15,2025-11-30 12:04:42.676121,2025-11-30 12:04:43.192698,0.516576,hit,1764504283.192698,-1.0,exhalation,P002
79,right,0.15,2025-11-30 12:04:47.676121,2025-11-30 12:04:48.348463,0.672341,hit,1764504288.348463,1.0,inhalation,P002
80,left,0.05,2025-11-30 12:04:51.676121,2025-11-30 12:04:52.165915,0.489794,hit,1764504292.1659148,1.0,inhalation,P002
81,left,0.15,2025-11-30 12:04:58.676121,2025-11-30 12:04:59.246793,0.570671,hit,1764504299.246793,-1.0,exhalation,P002
82,left,0.05,2025-11-30 12:05:02.676121,2025-11-30 12:05:03.246144,0.570023,hit,1764504303.246144,-1.0,exhalation,P002
83,right,0.1,2025-11-30 12:05:09.676121,2025-11-30 12:05:10.266000,0.589879,hit,1764504310.2659998,-1.0,exhalation,P002
84,left,0.1,2025-11-30 12:05:14.676121,2025-11-30 12:05:15.158867,0.482746,hit,1764504315.158867,1.0,inhalation,P002
85,right,0.15,2025-11-30 12:05:18.676121,2025-11-30 12:05:19.217212,0.54109,hit,1764504319.217212,1.0,inhalation,P002
86,left,0.05,2025-11-30 12:05:25.676121,2025-11-30 12:05:26.187809,0.511687,hit,1764504326.187809,1.0,inhalation,P002
87,left,0.05,2025-11-30 12:05:30.676121,2025-11-30 12:05:31.247056,0.570934,hit,1764504331.2470558,-1.0,exhalation,P002
88,right,0.1,2025-11-30 12:05:32.676121,2025-11-30 12:05:33.227832,0.551711,hit,1764504333.227832,1.0,inhalation,P002
89,right,0.15,2025-11-30 12:05:39.676121,2025-11-30 12:05:40.241143,0.565022,hit,1764504340.241143,1.0,inhalation,P002
90,right,0.1,2025-11-30 12:05:41.676121,2025-11-30 12:05:42.233431,0.55731,hit,1764504342.233431,-1.0,exhalation,P002
91,left,0.05,2025-11-30 12:05:43.676121,2025-11-30 12:05:44.216263,0.540142,hit,1764504344.2162628,1.0,inhalation,P002
92,right,0.15,2025-11-30 12:05:48.676121,2025-11-30 12:05:49.285465,0.609343,hit,1764504349.285465,1.0,inhalation,P002
93,left,0.05,2025-11-30 12:05:55.676121,2025-11-30 12:05:56.257770,0.581648,hit,1764504356.25777,1.0,inhalation,P002
94,right,0.05,2025-11-30 12:05:59.676121,2025-11-30 12:06:00.230408,0.554287,hit,1764504360.230408,-1.0,exhalation,P002
95,right,0.15,2025-11-30 12:06:01.676121,2025-11-30 12:06:02.292584,0.616463,hit,1764504362.292584,-1.0,exhalation,P002
96,right,0.15,2025-11-30 12:06:03.676121,2025-11-30 12:06:04.240584,0.564463,hit,1764504364.240584,1.0,inhalation,P002
97,left,0.05,2025-11-30 12:06:08.676121,2025-11-30 12:06:09.402986,0.726864,hit,1764504369.402986,-1.0,exhalation,P002
98,left,0.15,2025-11-30 12:06:12.676121,2025-11-30 12:06:13.195974,0.519852,hit,1764504373.195974,-1.0,exhalation,P002
99,left,0.1,2025-11-30 12:06:14.676121,2025-11-30 12:06:15.201691,0.525569,hit,1764504375.201691,1.0,inhalation,P002
100,left,0.05,2025-11-30 12:06:19.676121,2025-11-30 12:06:20.310349,0.634228,hit,1764504380.310349,-1.0,exhalation,P002
101,left,0.1,2025-11-30 12:06:26.676121,2025-11-30 12:06:27.311520,0.635398,hit,1764504387.31152,-1.0,exhalation,P002
102,left,0.1,2025-11-30 12:06:28.676121,2025-11-30 12:06:29.248939,0.572818,hit,1764504389.248939,1.0,inhalation,P002
103,right,0.15,2025-11-30 12:06:35.676121,2025-11-30 12:06:36.219544,0.543423,hit,1764504396.2195442,-1.0,exhalation,P002
104,right,0.1,2025-11-30 12:06:42.676121,2025-11-30 12:06:43.287242,0.61112,hit,1764504403.287242,-1.0,exhalation,P002
105,right,0.1,2025-11-30 12:06:49.676121,2025-11-30 12:06:50.220857,0.544736,hit,1764504410.2208571,-1.0,exhalation,P002
106,right,0.1,2025-11-30 12:06:56.676121,2025-11-30 12:06:57.273024,0.596903,hit,1764504417.273024,1.0,inhalation,P002
107,right,0.05,2025-11-30 12:06:58.676121,2025-11-30 12:06:59.357353,0.681231,hit,1764504419.357353,-1.0,exhalation,P002
108,left,0.05,2025-11-30 12:07:05.676121,2025-11-30 12:07:06.287979,0.611858,hit,1764504426.2879791,1.0,inhalation,P002
109,left,0.15,2025-11-30 12:07:09.676121,2025-11-30 12:07:10.300233,0.624112,hit,1764504430.300233,1.0,inhalation,P002
110,left,0.15,2025-11-30 12:07:11.676121,2025-11-30 12:07:12.270570,0.594449,hit,1764504432.27057,1.0,inhalation,P002
111,left,0.15,2025-11-30 12:07:16.676121,2025-11-30 12:07:17.285811,0.60969,hit,1764504437.285811,1.0,inhalation,P002
112,left,0.05,2025-11-30 12:07:20.676121,2025-11-30 12:07:21.205785,0.529664,hit,1764504441.205785,-1.0,exhalation,P002
113,left,0.05,2025-11-30 12:07:22.676121,2025-11-30 12:07:23.305527,0.629406,hit,1764504443.305527,1.0,inhalation,P002
114,left,0.15,2025-11-30 12:07:26.676121,2025-11-30 12:07:27.230681,0.554559,hit,1764504447.2306812,-1.0,exhalation,P002
115,left,0.05,2025-11-30 12:07:31.676121,2025-11-30 12:07:32.314680,0.638559,hit,1764504452.31468,1.0,inhalation,P002
116,right,0.05,2025-11-30 12:07:38.676121,2025-11-30 12:07:39.279787,0.603666,hit,1764504459.279787,1.0,inhalation,P002
117,right,0.05,2025-11-30 12:07:45.676121,2025-11-30 12:07:46.326217,0.650095,hit,1764504466.326217,-1.0,exhalation,P002
118,right,0.05,2025-11-30 12:07:47.676121,2025-11-30 12:07:48.276896,0.600775,hit,1764504468.276896,1.0,inhalation,P002
119,left,0.05,2025-11-30 12:07:54.676121,2025-11-30 12:07:55.254396,0.578275,hit,1764504475.254396,1.0,inhalation,P002
120,left,0.1,2025-11-30 12:08:01.676121,2025-11-30 12:08:02.229947,0.553826,hit,1764504482.2299469,-1.0,exhalation,P002
121,right,0.1,2025-11-30 12:08:03.676121,2025-11-30 12:08:04.238757,0.562635,hit,1764504484.2387571,1.0,inhalation,P002
122,left,0.05,2025-11-30 12:08:10.676121,2025-11-30 12:08:11.312337,0.636216,hit,1764504491.312337,1.0,inhalation,P002
123,left,0.1,2025-11-30 12:08:12.676121,2025-11-30 12:08:13.277774,0.601653,hit,1764504493.277774,-1.0,exhalation,P002
124,right,0.1,2025-11-30 12:08:19.676121,2025-11-30 12:08:20.222974,0.546853,hit,1764504500.222974,-1.0,exhalation,P002
125,left,0.1,2025-11-30 12:08:23.676121,2025-11-30 12:08:24.263294,0.587172,hit,1764504504.263294,-1.0,exhalation,P002
126,right,0.1,2025-11-30 12:08:25.676121,2025-11-30 12:08:26.270800,0.594678,hit,1764504506.2708,1.0,inhalation,P002
1,right,0.15,2025-11-30 17:45:27.129117,2025-11-30 17:45:27.734811,0.605693,hit,1764524727.7348108,-1.0,exhalation,P003
2,right,0.05,2025-11-30 17:45:31.129117,2025-11-30 17:45:31.671988,0.542871,hit,1764524731.671988,-1.0,exhalation,P003
3,left,0.1,2025-11-30 17:45:35.129117,2025-11-30 17:45:35.589734,0.460616,hit,1764524735.5897338,-1.0,exhalation,P003
4,right,0.15,2025-11-30 17:45:37.129117,2025-11-30 17:45:37.650135,0.521017,hit,1764524737.650135,1.0,inhalation,P003
5,right,0.05,2025-11-30 17:45:44.129117,2025-11-30 17:45:44.596864,0.467747,hit,1764524744.596864,1.0,inhalation,P003
6,right,0.1,2025-11-30 17:45:49.129117,2025-11-30 17:45:49.610091,0.480973,hit,1764524749.610091,1.0,inhalation,P003
7,left,0.15,2025-11-30 17:45:53.129117,2025-11-30 17:45:53.610501,0.481383,hit,1764524753.610501,1.0,inhalation,P003
8,right,0.05,2025-11-30 17:46:00.129117,2025-11-30 17:46:00.659558,0.530441,hit,1764524760.6595578,1.0,inhalation,P003
9,right,0.1,2025-11-30 17:46:07.129117,2025-11-30 17:46:07.758811,0.629694,hit,1764524767.758811,-1.0,exhalation,P003
10,left,0.1,2025-11-30 17:46:12.129117,2025-11-30 17:46:12.676353,0.547236,hit,1764524772.676353,1.0,inhalation,P003
11,left,0.1,2025-11-30 17:46:16.129117,2025-11-30 17:46:16.731857,0.602739,hit,1764524776.7318568,-1.0,exhalation,P003
12,left,0.15,2025-11-30 17:46:20.129117,2025-11-30 17:46:20.729793,0.600676,hit,1764524780.729793,1.0,inhalation,P003
13,left,0.15,2025-11-30 17:46:27.129117,2025-11-30 17:46:27.629761,0.500644,hit,1764524787.629761,1.0,inhalation,P003
14,right,0.15,2025-11-30 17:46:32.129117,2025-11-30 17:46:32.552263,0.423145,hit,1764524792.552263,1.0,inhalation,P003
15,left,0.1,2025-11-30 17:46:39.129117,2025-11-30 17:46:39.545370,0.416252,hit,1764524799.54537,1.0,inhalation,P003
16,left,0.05,2025-11-30 17:46:44.129117,2025-11-30 17:46:44.619786,0.490668,hit,1764524804.619786,1.0,inhalation,P003
17,left,0.1,2025-11-30 17:46:46.129117,2025-11-30 17:46:46.744641,0.615523,hit,1764524806.744641,-1.0,exhalation,P003
18,right,0.15,2025-11-30 17:46:51.129117,2025-11-30 17:46:51.608731,0.479613,hit,1764524811.6087308,1.0,inhalation,P003
19,left,0.1,2025-11-30 17:46:55.129117,2025-11-30 17:46:55.659631,0.530514,hit,1764524815.659631,1.0,inhalation,P003
20,right,0.1,2025-11-30 17:47:00.129117,2025-11-30 17:47:00.539221,0.410103,hit,1764524820.539221,1.0,inhalation,P003
21,right,0.1,2025-11-30 17:47:02.129117,2025-11-30 17:47:02.711490,0.582372,hit,1764524822.7114902,1.0,inhalation,P003
22,right,0.15,2025-11-30 17:47:04.129117,2025-11-30 17:47:04.574291,0.445173,hit,1764524824.574291,-1.0,exhalation,P003
23,left,0.15,2025-11-30 17:47:06.129117,2025-11-30 17:47:06.558117,0.429,hit,1764524826.5581172,-1.0,exhalation,P003
24,right,0.05,2025-11-30 17:47:13.129117,2025-11-30 17:47:13.595596,0.466479,hit,1764524833.595596,1.0,inhalation,P003
25,left,0.15,2025-11-30 17:47:18.129117,2025-11-30 17:47:18.613164,0.484047,hit,1764524838.613164,-1.0,exhalation,P003
26,left,0.1,2025-11-30 17:47:22.129117,2025-11-30 17:47:22.595133,0.466015,hit,1764524842.5951328,-1.0,exhalation,P003
27,right,0.15,2025-11-30 17:47:24.129117,2025-11-30 17:47:24.606432,0.477314,hit,1764524844.606432,1.0,inhalation,P003
28,right,0.15,2025-11-30 17:47:26.129117,2025-11-30 17:47:26.555245,0.426127,hit,1764524846.5552452,1.0,inhalation,P003
29,left,0.05,2025-11-30 17:47:30.129117,2025-11-30 17:47:30.561417,0.4323,hit,1764524850.5614169,-1.0,exhalation,P003
30,right,0.05,2025-11-30 17:47:37.129117,2025-11-30 17:47:37.665773,0.536655,hit,1764524857.6657732,1.0,inhalation,P003
31,left,0.05,2025-11-30 17:47:44.129117,2025-11-30 17:47:44.657938,0.528821,hit,1764524864.657938,1.0,inhalation,P003
32,right,0.05,2025-11-30 17:47:51.129117,2025-11-30 17:47:51.665802,0.536684,hit,1764524871.665802,1.0,inhalation,P003
33,right,0.05,2025-11-30 17:47:53.129117,2025-11-30 17:47:53.685358,0.55624,hit,1764524873.685358,-1.0,exhalation,P003
34,right,0.15,2025-11-30 17:47:58.129117,2025-11-30 17:47:58.609679,0.480561,hit,1764524878.6096792,-1.0,exhalation,P003
35,right,0.05,2025-11-30 17:48:00.129117,2025-11-30 17:48:00.626813,0.497695,hit,1764524880.626813,-1.0,exhalation,P003
36,right,0.15,2025-11-30 17:48:04.129117,2025-11-30 17:48:04.681715,0.552598,hit,1764524884.681715,1.0,inhalation,P003
37,left,0.1,2025-11-30 17:48:09.129117,2025-11-30 17:48:09.776452,0.647334,hit,1764524889.776452,1.0,inhalation,P003
38,left,0.1,2025-11-30 17:48:13.129117,2025-11-30 17:48:13.685045,0.555928,hit,1764524893.685045,-1.0,exhalation,P003
39,right,0.15,2025-11-30 17:48:20.129117,2025-11-30 17:48:20.857849,0.728731,hit,1764524900.8578491,-1.0,exhalation,P003
40,right,0.05,2025-11-30 17:48:27.129117,2025-11-30 17:48:27.761030,0.631912,hit,1764524907.76103,-1.0,exhalation,P003
41,left,0.15,2025-11-30 17:48:31.129117,2025-11-30 17:48:31.828264,0.699146,hit,1764524911.828264,1.0,inhalation,P003
42,left,0.05,2025-11-30 17:48:36.129117,2025-11-30 17:48:36.849601,0.720484,hit,1764524916.849601,-1.0,exhalation,P003
43,left,0.1,2025-11-30 17:48:41.129117,2025-11-30 17:48:41.798648,0.669531,hit,1764524921.798648,-1.0,exhalation,P003
44,left,0.15,2025-11-30 17:48:48.129117,2025-11-30 17:48:48.781747,0.65263,hit,1764524928.7817469,1.0,inhalation,P003
45,left,0.1,2025-11-30 17:48:50.129117,2025-11-30 17:48:50.770119,0.641002,hit,1764524930.770119,-1.0,exhalation,P003
46,right,0.1,2025-11-30 17:48:55.129117,2025-11-30 17:48:55.741884,0.612766,hit,1764524935.741884,1.0,inhalation,P003
47,left,0.1,2025-11-30 17:48:57.129117,2025-11-30 17:48:57.762693,0.633575,hit,1764524937.7626932,1.0,inhalation,P003
48,left,0.05,2025-11-30 17:49:02.129117,2025-11-30 17:49:02.752460,0.623342,hit,1764524942.75246,1.0,inhalation,P003
49,right,0.1,2025-11-30 17:49:04.129117,2025-11-30 17:49:04.722465,0.593347,hit,1764524944.722465,-1.0,exhalation,P003
50,right,0.1,2025-11-30 17:49:11.129117,2025-11-30 17:49:11.730186,0.601068,hit,1764524951.730186,1.0,inhalation,P003
51,right,0.05,2025-11-30 17:49:18.129117,2025-11-30 17:49:18.753793,0.624675,hit,1764524958.753793,1.0,inhalation,P003
52,right,0.05,2025-11-30 17:49:22.129117,2025-11-30 17:49:22.914183,0.785066,hit,1764524962.914183,-1.0,exhalation,P003
53,left,0.15,2025-11-30 17:49:26.129117,2025-11-30 17:49:26.926832,0.797714,hit,1764524966.9268322,-1.0,exhalation,P003
54,left,0.05,2025-11-30 17:49:31.129117,2025-11-30 17:49:31.832046,0.702928,hit,1764524971.832046,-1.0,exhalation,P003
55,right,0.05,2025-11-30 17:49:33.129117,2025-11-30 17:49:33.764565,0.635447,hit,1764524973.764565,-1.0,exhalation,P003
56,right,0.15,2025-11-30 17:49:38.129117,2025-11-30 17:49:38.767069,0.637952,hit,1764524978.7670689,1.0,inhalation,P003
57,right,0.1,2025-11-30 17:49:40.129117,2025-11-30 17:49:40.816646,0.687529,hit,1764524980.816646,1.0,inhalation,P003
58,right,0.05,2025-11-30 17:49:45.129117,2025-11-30 17:49:45.932010,0.802893,hit,1764524985.93201,1.0,inhalation,P003
59,right,0.05,2025-11-30 17:49:49.129117,2025-11-30 17:49:49.831308,0.702191,hit,1764524989.831308,-1.0,exhalation,P003
60,right,0.05,2025-11-30 17:49:54.129117,2025-11-30 17:49:54.787146,0.658028,hit,1764524994.787146,-1.0,exhalation,P003
61,right,0.1,2025-11-30 17:49:56.129117,2025-11-30 17:49:56.838764,0.709646,hit,1764524996.838764,-1.0,exhalation,P003
62,left,0.15,2025-11-30 17:50:01.129117,2025-11-30 17:50:01.809740,0.680622,hit,1764525001.80974,1.0,inhalation,P003
63,left,0.1,2025-11-30 17:50:03.129117,2025-11-30 17:50:03.900193,0.771076,hit,1764525003.900193,-1.0,exhalation,P003
64,right,0.1,2025-11-30 17:50:08.129117,2025-11-30 17:50:09.004215,0.875097,hit,1764525009.004215,-1.0,exhalation,P003
65,left,0.15,2025-11-30 17:50:13.129117,2025-11-30 17:50:14.055323,0.926205,hit,1764525014.055323,-1.0,exhalation,P003
66,left,0.15,2025-11-30 17:50:20.129117,2025-11-30 17:50:20.876108,0.74699,hit,1764525020.876108,-1.0,exhalation,P003
67,right,0.05,2025-11-30 17:50:25.129117,2025-11-30 17:50:25.938180,0.809062,hit,1764525025.9381802,-1.0,exhalation,P003
68,right,0.1,2025-11-30 17:50:27.129117,2025-11-30 17:50:27.927988,0.798871,hit,1764525027.927988,1.0,inhalation,P003
69,right,0.1,2025-11-30 17:50:34.129117,2025-11-30 17:50:34.886361,0.757244,hit,1764525034.8863611,1.0,inhalation,P003
70,left,0.1,2025-11-30 17:50:36.129117,2025-11-30 17:50:36.994066,0.864948,hit,1764525036.994066,-1.0,exhalation,P003
71,left,0.15,2025-11-30 17:50:38.129117,2025-11-30 17:50:38.794139,0.665021,hit,1764525038.794139,1.0,inhalation,P003
72,right,0.15,2025-11-30 17:50:43.129117,2025-11-30 17:50:43.779640,0.650523,hit,1764525043.77964,-1.0,exhalation,P003
73,left,0.15,2025-11-30 17:50:50.129117,2025-11-30 17:50:50.785681,0.656564,hit,1764525050.785681,-1.0,exhalation,P003
74,right,0.15,2025-11-30 17:50:52.129117,2025-11-30 17:50:53.024130,0.895012,hit,1764525053.02413,-1.0,exhalation,P003
75,left,0.15,2025-11-30 17:50:54.129117,2025-11-30 17:50:54.923513,0.794396,hit,1764525054.9235132,-1.0,exhalation,P003
76,left,0.05,2025-11-30 17:50:56.129117,2025-11-30 17:50:56.890882,0.761764,hit,1764525056.890882,1.0,inhalation,P003
77,left,0.15,2025-11-30 17:51:03.129117,2025-11-30 17:51:03.935570,0.806452,hit,1764525063.93557,-1.0,exhalation,P003
78,right,0.15,2025-11-30 17:51:10.129117,2025-11-30 17:51:10.775181,0.646064,hit,1764525070.775181,1.0,inhalation,P003
79,right,0.15,2025-11-30 17:51:15.129117,2025-11-30 17:51:15.802084,0.672967,hit,1764525075.8020842,1.0,inhalation,P003
80,left,0.05,2025-11-30 17:51:19.129117,2025-11-30 17:51:20.614716,1.485598,hit,1764525080.6147158,-1.0,exhalation,P003
81,left,0.15,2025-11-30 17:51:26.129117,2025-11-30 17:51:26.910573,0.781455,hit,1764525086.910573,-1.0,exhalation,P003
82,left,0.05,2025-11-30 17:51:30.129117,2025-11-30 17:51:31.041553,0.912436,hit,1764525091.0415528,-1.0,exhalation,P003
83,right,0.1,2025-11-30 17:51:37.129117,2025-11-30 17:51:37.874151,0.745034,hit,1764525097.874151,-1.0,exhalation,P003
84,left,0.1,2025-11-30 17:51:42.129117,2025-11-30 17:51:42.934770,0.805653,hit,1764525102.93477,-1.0,exhalation,P003
85,right,0.15,2025-11-30 17:51:46.129117,2025-11-30 17:51:46.975091,0.845973,hit,1764525106.975091,-1.0,exhalation,P003
86,left,0.05,2025-11-30 17:51:53.129117,2025-11-30 17:51:53.956224,0.827107,hit,1764525113.956224,-1.0,exhalation,P003
87,left,0.05,2025-11-30 17:51:58.129117,2025-11-30 17:51:58.862533,0.733416,hit,1764525118.862533,-1.0,exhalation,P003
88,right,0.1,2025-11-30 17:52:00.129117,2025-11-30 17:52:00.803862,0.674744,hit,1764525120.803862,-1.0,exhalation,P003
89,right,0.15,2025-11-30 17:52:07.129117,2025-11-30 17:52:07.822938,0.693821,hit,1764525127.8229382,1.0,inhalation,P003
90,right,0.1,2025-11-30 17:52:09.129117,2025-11-30 17:52:09.791177,0.662059,hit,1764525129.791177,-1.0,exhalation,P003
91,left,0.05,2025-11-30 17:52:11.129117,2025-11-30 17:52:11.810337,0.681219,hit,1764525131.810337,-1.0,exhalation,P003
92,right,0.15,2025-11-30 17:52:16.129117,2025-11-30 17:52:16.834342,0.705225,hit,1764525136.834342,-1.0,exhalation,P003
93,left,0.05,2025-11-30 17:52:23.129117,2025-11-30 17:52:23.825250,0.696132,hit,1764525143.82525,-1.0,exhalation,P003
94,right,0.05,2025-11-30 17:52:27.129117,2025-11-30 17:52:27.855503,0.726385,hit,1764525147.855503,-1.0,exhalation,P003
95,right,0.15,2025-11-30 17:52:29.129117,2025-11-30 17:52:29.798933,0.669815,hit,1764525149.798933,-1.0,exhalation,P003
96,right,0.15,2025-11-30 17:52:31.129117,2025-11-30 17:52:31.962909,0.833792,hit,1764525151.962909,-1.0,exhalation,P003
97,left,0.05,2025-11-30 17:52:36.129117,2025-11-30 17:52:36.831833,0.702715,hit,1764525156.8318331,-1.0,exhalation,P003
98,left,0.15,2025-11-30 17:52:40.129117,2025-11-30 17:52:40.855707,0.72659,hit,1764525160.855707,-1.0,exhalation,P003
99,left,0.1,2025-11-30 17:52:42.129117,2025-11-30 17:52:42.987887,0.85877,hit,1764525162.9878871,1.0,inhalation,P003
100,left,0.05,2025-11-30 17:52:47.129117,2025-11-30 17:52:48.106532,0.977414,hit,1764525168.106532,1.0,inhalation,P003
101,left,0.1,2025-11-30 17:52:54.129117,2025-11-30 17:52:54.970658,0.84154,hit,1764525174.970658,1.0,inhalation,P003
102,left,0.1,2025-11-30 17:52:56.129117,2025-11-30 17:52:56.893567,0.764449,hit,1764525176.893567,1.0,inhalation,P003
103,right,0.15,2025-11-30 17:53:03.129117,2025-11-30 17:53:03.847075,0.717958,hit,1764525183.847075,-1.0,exhalation,P003
104,right,0.1,2025-11-30 17:53:10.129117,2025-11-30 17:53:10.890292,0.761175,hit,1764525190.890292,1.0,inhalation,P003
105,right,0.1,2025-11-30 17:53:17.129117,2025-11-30 17:53:17.877954,0.748837,hit,1764525197.877954,-1.0,exhalation,P003
106,right,0.1,2025-11-30 17:53:24.129117,2025-11-30 17:53:24.908417,0.779299,hit,1764525204.908417,-1.0,exhalation,P003
107,right,0.05,2025-11-30 17:53:26.129117,2025-11-30 17:53:26.867983,0.738866,hit,1764525206.867983,-1.0,exhalation,P003
108,left,0.05,2025-11-30 17:53:33.129117,2025-11-30 17:53:33.921142,0.792025,hit,1764525213.921142,-1.0,exhalation,P003
109,left,0.15,2025-11-30 17:53:37.129117,2025-11-30 17:53:37.825360,0.696242,hit,1764525217.8253598,-1.0,exhalation,P003
110,left,0.15,2025-11-30 17:53:39.129117,2025-11-30 17:53:39.897976,0.768859,hit,1764525219.8979762,1.0,inhalation,P003
111,left,0.15,2025-11-30 17:53:44.129117,2025-11-30 17:53:45.109758,0.98064,hit,1764525225.109758,1.0,inhalation,P003
112,left,0.05,2025-11-30 17:53:48.129117,2025-11-30 17:53:48.914309,0.785192,hit,1764525228.914309,1.0,inhalation,P003
113,left,0.05,2025-11-30 17:53:50.129117,2025-11-30 17:53:50.918970,0.789853,hit,1764525230.91897,1.0,inhalation,P003
114,left,0.15,2025-11-30 17:53:54.129117,2025-11-30 17:53:54.875375,0.746257,hit,1764525234.875375,1.0,inhalation,P003
115,left,0.05,2025-11-30 17:53:59.129117,2025-11-30 17:53:59.890578,0.761461,hit,1764525239.890578,-1.0,exhalation,P003
116,right,0.05,2025-11-30 17:54:06.129117,2025-11-30 17:54:06.899213,0.770095,hit,1764525246.899213,-1.0,exhalation,P003
117,right,0.05,2025-11-30 17:54:13.129117,2025-11-30 17:54:13.906307,0.77719,hit,1764525253.906307,-1.0,exhalation,P003
118,right,0.05,2025-11-30 17:54:15.129117,2025-11-30 17:54:15.912382,0.783264,hit,1764525255.912382,1.0,inhalation,P003
119,left,0.05,2025-11-30 17:54:22.129117,2025-11-30 17:54:22.889779,0.760661,hit,1764525262.8897789,-1.0,exhalation,P003
120,left,0.1,2025-11-30 17:54:29.129117,2025-11-30 17:54:29.891230,0.762113,hit,1764525269.89123,-1.0,exhalation,P003
121,right,0.1,2025-11-30 17:54:31.129117,2025-11-30 17:54:31.994444,0.865326,hit,1764525271.994444,1.0,inhalation,P003
122,left,0.05,2025-11-30 17:54:38.129117,2025-11-30 17:54:39.077103,0.947986,hit,1764525279.0771031,-1.0,exhalation,P003
123,left,0.1,2025-11-30 17:54:40.129117,2025-11-30 17:54:41.181964,1.052846,hit,1764525281.181964,1.0,inhalation,P003
124,right,0.1,2025-11-30 17:54:47.129117,2025-11-30 17:54:47.978247,0.84913,hit,1764525287.978247,-1.0,exhalation,P003
125,left,0.1,2025-11-30 17:54:51.129117,2025-11-30 17:54:51.896448,0.76733,hit,1764525291.896448,1.0,inhalation,P003
126,right,0.1,2025-11-30 17:54:53.129117,2025-11-30 17:54:53.973958,0.844841,hit,1764525293.9739578,1.0,inhalation,P003
1,right,0.15,2025-11-30 19:34:06.954925,2025-11-30 19:34:07.468389,0.513464,hit,1764531247.468389,-1.0,exhalation,P004
2,right,0.05,2025-11-30 19:34:10.954925,2025-11-30 19:34:11.471466,0.516541,hit,1764531251.471466,1.0,inhalation,P004
3,left,0.1,2025-11-30 19:34:14.954925,2025-11-30 19:34:15.469883,0.514958,hit,1764531255.469883,-1.0,exhalation,P004
4,right,0.15,2025-11-30 19:34:16.954925,2025-11-30 19:34:17.519950,0.565025,hit,1764531257.5199502,1.0,inhalation,P004
5,right,0.05,2025-11-30 19:34:23.954925,2025-11-30 19:34:24.477399,0.522474,hit,1764531264.477399,-1.0,exhalation,P004
6,right,0.1,2025-11-30 19:34:28.954925,2025-11-30 19:34:29.522117,0.567193,hit,1764531269.5221171,-1.0,exhalation,P004
7,left,0.15,2025-11-30 19:34:32.954925,2025-11-30 19:34:33.417906,0.462981,hit,1764531273.4179058,-1.0,exhalation,P004
8,right,0.05,2025-11-30 19:34:39.954925,2025-11-30 19:34:40.518279,0.563355,hit,1764531280.5182788,-1.0,exhalation,P004
9,right,0.1,2025-11-30 19:34:46.954925,2025-11-30 19:34:47.408776,0.453852,hit,1764531287.408776,1.0,inhalation,P004
10,left,0.1,2025-11-30 19:34:51.954925,2025-11-30 19:34:52.459198,0.504274,hit,1764531292.459198,-1.0,exhalation,P004
11,left,0.1,2025-11-30 19:34:55.954925,2025-11-30 19:34:56.457691,0.502767,hit,1764531296.457691,-1.0,exhalation,P004
12,left,0.15,2025-11-30 19:34:59.954925,2025-11-30 19:35:00.406913,0.451988,hit,1764531300.406913,1.0,inhalation,P004
13,left,0.15,2025-11-30 19:35:06.954925,2025-11-30 19:35:07.438057,0.483133,hit,1764531307.438057,-1.0,exhalation,P004
14,right,0.15,2025-11-30 19:35:11.954925,2025-11-30 19:35:12.413950,0.459025,hit,1764531312.41395,1.0,inhalation,P004
15,left,0.1,2025-11-30 19:35:18.954925,2025-11-30 19:35:19.468871,0.513947,hit,1764531319.4688709,-1.0,exhalation,P004
16,left,0.05,2025-11-30 19:35:23.954925,2025-11-30 19:35:24.460480,0.505556,hit,1764531324.46048,-1.0,exhalation,P004
17,left,0.1,2025-11-30 19:35:25.954925,2025-11-30 19:35:26.471755,0.51683,hit,1764531326.471755,1.0,inhalation,P004
18,right,0.15,2025-11-30 19:35:30.954925,2025-11-30 19:35:31.422680,0.467756,hit,1764531331.42268,-1.0,exhalation,P004
19,left,0.1,2025-11-30 19:35:34.954925,2025-11-30 19:35:35.419740,0.464815,hit,1764531335.41974,-1.0,exhalation,P004
20,right,0.1,2025-11-30 19:35:39.954925,2025-11-30 19:35:40.451994,0.497069,hit,1764531340.4519942,-1.0,exhalation,P004
21,right,0.1,2025-11-30 19:35:41.954925,2025-11-30 19:35:42.441395,0.48647,hit,1764531342.441395,-1.0,exhalation,P004
22,right,0.15,2025-11-30 19:35:43.954925,2025-11-30 19:35:44.431266,0.476341,hit,1764531344.431266,-1.0,exhalation,P004
23,left,0.15,2025-11-30 19:35:45.954925,2025-11-30 19:35:46.396385,0.44146,hit,1764531346.396385,-1.0,exhalation,P004
24,right,0.05,2025-11-30 19:35:52.954925,2025-11-30 19:35:53.451151,0.496226,hit,1764531353.4511511,-1.0,exhalation,P004
25,left,0.15,2025-11-30 19:35:57.954925,2025-11-30 19:35:58.419050,0.464125,hit,1764531358.41905,-1.0,exhalation,P004
